grass,17058.3,36.608,11.2281,9.34991,24.0598,37.8653,2.84255,1.00784,0.926871,2.59511,12.5532,1.07526,0.418384,0.414408,1.23191,11.0179,1.01968,0.425192,0.44065,1.36434,26.9115,2.69126,1.20383,1.31964,4.46854,
grass,17023.8,32.9839,11.4171,10.927,31.1399,39.1875,3.02543,1.17336,1.19316,3.61088,14.0224,1.25188,0.517468,0.541743,1.70202,12.6885,1.25514,0.538616,0.571713,1.86094,31.5043,3.46612,1.57094,1.75488,6.22109,
grass,17122.5,36.7718,10.8388,9.02804,22.939,37.9414,2.70802,0.98149,0.911284,2.53844,11.1104,0.977738,0.40009,0.402926,1.21942,9.39745,0.911124,0.403253,0.436787,1.452,24.4107,2.5493,1.19047,1.38439,5.25496,
grass,16973.5,41.7502,15.4412,14.7381,40.3951,34.3245,3.32905,1.42676,1.46783,4.2578,11.3014,1.25013,0.581195,0.623716,1.85955,9.48095,1.11652,0.54901,0.622514,2.00142,22.8334,2.82448,1.45385,1.77703,6.8307,
grass,17033.6,38.6203,13.5258,12.1847,33.3694,34.8077,3.02849,1.23086,1.24532,3.63126,11.8189,1.18139,0.513672,0.552062,1.71413,10.4079,1.16398,0.534419,0.59776,1.98706,27.2743,3.32492,1.62467,1.91491,7.0943,
grass,17176.9,35.9013,9.41533,7.0744,16.115,37.394,2.53465,0.839719,0.731757,1.89733,10.406,0.88711,0.328519,0.315821,0.906655,7.80337,0.77867,0.316818,0.324852,1.0055,17.6618,1.97793,0.873584,0.945851,3.27361,
grass,17231,38.913,11.6081,9.19774,18.9248,34.5953,2.77263,1.03947,0.959236,2.23969,9.22695,0.888921,0.373103,0.375036,0.976783,6.60893,0.69528,0.307096,0.33151,0.993755,13.9959,1.53002,0.691601,0.804045,2.97979,
stones,11288.5,42.0157,9.18402,9.18471,49.7787,70.5377,2.90264,0.7716,0.687899,3.53493,18.5761,1.08856,0.318842,0.269773,1.31383,17.8958,1.1635,0.358115,0.292532,1.28455,87.2783,4.79457,1.40489,1.14419,4.48381,
stones,21056.6,40.8787,7.48553,5.9321,25.7129,37.8747,2.10368,0.650757,0.67626,3.3532,7.61573,0.696325,0.283007,0.334949,1.80983,6.08173,0.745164,0.360862,0.465593,2.71086,24.801,3.50755,1.89976,2.77346,18.3557,
stones,12957.7,99.6047,27.921,27.2434,143.195,145.533,8.87065,3.10619,3.52469,19.8674,43.5597,3.667,1.58648,2.04767,12.0999,43.4279,4.70542,2.32332,3.25971,19.8947,222.046,27.9372,15.0047,22.4645,143.625,
stones,16742.6,47.6009,6.40663,4.52967,18.9612,62.8083,2.18297,0.560815,0.531939,2.5381,9.27301,0.653665,0.237373,0.256696,1.32982,6.8494,0.660783,0.281056,0.324733,1.73286,30.2969,3.03457,1.39016,1.70905,9.5097,
stones,20035.5,22.69,4.62999,4.41403,22.0996,84.6925,2.57284,0.737312,0.74505,3.67368,25.8592,1.2946,0.453411,0.497567,2.59575,27.7433,1.87507,0.730015,0.850702,4.72545,154.237,12.1145,5.01546,6.16246,35.4139,
stones,17690.6,60.8798,14.0577,15.1306,86.1211,58.6925,3.57916,1.44613,1.92353,11.9666,13.0535,1.32679,0.698853,1.07708,7.382,12.7841,1.67337,1.01614,1.70747,12.2272,71.73,10.5089,6.90688,12.3562,89.155,
stones,28345.4,19.1035,5.35908,5.64947,32.5119,27.7588,1.53873,0.566529,0.70726,4.40751,8.88218,0.67315,0.295723,0.402156,2.586,8.90939,0.871922,0.431149,0.603314,3.95427,45.9965,5.3332,2.8278,4.04167,27.7815,
stones,12267.1,87.7864,26.1147,25.1228,120.984,65.9847,5.69745,2.30692,2.73922,14.8257,19.0033,2.08715,1.00822,1.3645,8.15404,18.9712,2.45801,1.33171,1.95879,12.2844,104.413,14.091,8.15257,12.8362,83.6392,
stones,19499.8,27.4118,3.88605,3.03191,13.7822,26.4538,1.00949,0.280529,0.274373,1.30085,4.6029,0.310826,0.111239,0.117129,0.548528,3.23363,0.295667,0.118782,0.129274,0.599574,11.8649,1.21853,0.504637,0.547423,2.78757,
